TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-mial,10255,RoboDux,1,10,338,170,5,WC,
1617velv-mial,7253,Raging Robots,2,10,219,145,5,FC,
1617velv-mial,6043,NC GEARS,3,8,293,125,5,W1,
1617velv-mial,10474,Artificial Intellegence,4,8,267,155,5,SC,
1617velv-mial,7911,NC GEARS,5,8,220,170,5,F1,
1617velv-mial,11987,East Grand Rapids Middle School,6,8,161,75,5,SC,
1617velv-mial,5663,Twisted Devils Red,7,8,144,95,5,,
1617velv-mial,7023,HexaSonics,8,6,301,110,5,,
1617velv-mial,10037,M.A.R.S. Mini Rovers,9,6,264,115,5,W2,
1617velv-mial,7254,N.E.R.D.S. (Nerdy Engineering Robotic Design Students,10,6,234,95,5,F2,
1617velv-mial,10818,Bronco Robotics,11,6,232,115,5,,
1617velv-mial,11321,Engineers Delta,12,6,224,105,5,,
1617velv-mial,8529,Team R.O.B.O.T.I.C.S.,13,6,215,80,5,,
1617velv-mial,11317,Engineers,14,6,164,145,5,,
1617velv-mial,9720,Whittemore-Prescott Jr. Robocards,15,6,148,100,5,,
1617velv-mial,11228,Cityside Middle School,16,6,132,85,5,,
1617velv-mial,11266,Black River,17,6,121,87,5,,
1617velv-mial,5384,Emergency Situation Evacuate Now,18,6,120,140,5,S2,
1617velv-mial,6070,WOW - West Ottawa Warriors,19,6,96,60,5,,
1617velv-mial,11728,WOW - West Ottawa Wizards,20,6,95,45,5,,
1617velv-mial,8027,Twisted Devils Blue,21,4,232,125,5,S1,
1617velv-mial,9404,CAF,22,4,202,110,5,,
1617velv-mial,11616,Wire-Catz,23,4,200,87,5,,
1617velv-mial,10024,Twisted Devils Black,24,4,93,56,5,,
1617velv-mial,5383,Neutrinos Breaking the Laws of Physics,25,2,262,85,5,S1,
1617velv-mial,5641,Devil bots red team,26,2,201,105,5,,
1617velv-mial,7772,P.A.N.T.H.E.R.S.,27,2,199,130,5,,
1617velv-mial,8932,Wildcats,28,2,194,80,5,,
1617velv-mial,9087,Twisted Devils Green,29,2,140,90,5,S2,
1617velv-mial,11846,Wayland Wildcat Cat-a-Tech-Nics,30,2,140,55,5,,
1617velv-mial,11851,East Grand Rapids Middle School,31,2,131,78,5,,
1617velv-mial,11318,Engineers Bravo,32,2,109,60,5,,
1617velv-mial,11531,Techno Trojans,33,2,108,63,5,,
1617velv-mial,8733,RoboVikings,34,2,104,50,5,,
1617velv-mial,10615,Jefferson CyDogs,35,2,98,60,5,,
