TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-mibe-Q-1,Q-1,10-22 B,9301,8987,0,12181,5559,0,10,22,
1617velv-mibe-Q-2,Q-2,110-10 R,7902,12111,0,11759,8416,0,110,10,
1617velv-mibe-Q-3,Q-3,65-60 R,10636,8845,0,11899,6079,0,65,60,
1617velv-mibe-Q-4,Q-4,75-85 B,5954,11196,0,10136,8579,0,75,85,
1617velv-mibe-Q-5,Q-5,50-22 R,8777,10137,0,7085,10721,0,50,22,
1617velv-mibe-Q-6,Q-6,85-21 R,10644,10020,0,12203,6134,0,85,21,
1617velv-mibe-Q-7,Q-7,40-30 R,5237,11758,0,7215,12085,0,40,30,
1617velv-mibe-Q-8,Q-8,95-65 R,9819,7857,0,8482,10645,0,95,65,
1617velv-mibe-Q-9,Q-9,20-125 B,11520,7858,0,11394,7901,0,20,125,
1617velv-mibe-Q-10,Q-10,40-5 R,11196,7085,0,10636,11759,0,40,5,
1617velv-mibe-Q-11,Q-11,60-65 B,10721,8579,0,8845,5559,0,60,65,
1617velv-mibe-Q-12,Q-12,57-85 B,5954,10137,0,5237,7902,0,57,85,
1617velv-mibe-Q-13,Q-13,30-66 B,8416,8482,0,12181,10644,0,30,66,
1617velv-mibe-Q-14,Q-14,12-120 B,12203,8777,0,9301,9819,0,12,120,
1617velv-mibe-Q-15,Q-15,90-5 R,11394,10645,0,7215,10020,0,90,5,
1617velv-mibe-Q-16,Q-16,35-88 B,10136,7857,0,8987,11520,0,35,88,
1617velv-mibe-Q-17,Q-17,95-0 R,6134,6079,0,7901,11758,0,95,0,
1617velv-mibe-Q-18,Q-18,0-30 B,7858,11899,0,12085,12111,0,0,30,
1617velv-mibe-Q-19,Q-19,60-85 B,7902,12203,0,8845,11196,0,60,85,
1617velv-mibe-Q-20,Q-20,100-85 R,10644,5954,0,9819,7085,0,100,85,
1617velv-mibe-Q-21,Q-21,60-0 R,7215,11520,0,8482,11759,0,60,0,
1617velv-mibe-Q-22,Q-22,120-35 R,11394,8416,0,6134,10137,0,120,35,
1617velv-mibe-Q-23,Q-23,21-30 B,12111,12181,0,10636,7857,0,21,30,
1617velv-mibe-Q-24,Q-24,80-20 R,5559,10136,0,8777,12085,0,80,20,
1617velv-mibe-Q-25,Q-25,150-85 R,6079,5237,0,10645,10721,0,150,85,
1617velv-mibe-Q-26,Q-26,10-100 B,9301,7901,0,8579,11899,0,10,100,
1617velv-mibe-Q-27,Q-27,40-0 R,10020,8987,0,7858,11758,0,40,0,
1617velv-mibe-Q-28,Q-28,35-40 B,12111,6134,0,11196,7215,0,35,40,
1617velv-mibe-Q-29,Q-29,5-85 B,8482,10636,0,5954,12085,0,5,85,
1617velv-mibe-Q-30,Q-30,26-105 B,11759,10721,0,10644,10136,0,26,105,
1617velv-mibe-Q-31,Q-31,35-125 B,8579,7857,0,6079,8416,0,35,125,
1617velv-mibe-Q-32,Q-32,16-105 B,10020,8777,0,11520,7902,0,16,105,
1617velv-mibe-Q-33,Q-33,37-75 B,10645,11758,0,10137,9301,0,37,75,
1617velv-mibe-Q-34,Q-34,80-110 B,8987,9819,0,11899,11394,0,80,110,
1617velv-mibe-Q-35,Q-35,75-20 R,7901,5559,0,5237,12203,0,75,20,
1617velv-mibe-Q-36,Q-36,21-115 B,7858,12181,0,8845,7085,0,21,115,
1617velv-mibe-Q-37,Q-37,40-135 B,10636,6134,0,8579,11520,0,40,135,
1617velv-mibe-Q-38,Q-38,80-70 R,9301,6079,0,10020,5954,0,80,70,
1617velv-mibe-Q-39,Q-39,25-71 B,11899,7215,0,8777,8416,0,25,71,
1617velv-mibe-Q-40,Q-40,120-20 R,7902,12085,0,10721,7901,0,120,20,
1617velv-mibe-Q-41,Q-41,50-87 B,11759,8845,0,10137,8987,0,50,87,
1617velv-mibe-Q-42,Q-42,80-5 R,5237,11196,0,8482,7858,0,80,5,
1617velv-mibe-Q-43,Q-43,105-10 R,11394,10644,0,5559,7857,0,105,10,
1617velv-mibe-Q-44,Q-44,170-1 R,10136,9819,0,12181,11758,0,170,1,
1617velv-mibe-Q-45,Q-45,25-20 R,10645,7085,0,12203,12111,0,25,20,
1617velv-mibe-SF-1-1,SF-1-1,155-60 R,10644,11394,10136,11196,8579,6134,155,60,
1617velv-mibe-SF-1-2,SF-1-2,85-20 R,10644,11394,10136,11196,8579,6134,85,20,
1617velv-mibe-SF-2-1,SF-2-1,105-95 R,8845,5237,9819,6079,5954,7902,105,95,
1617velv-mibe-SF-2-2,SF-2-2,35-170 B,8845,5237,9819,6079,5954,7902,35,170,
1617velv-mibe-SF-2-3,SF-2-3,85-120 B,8845,5237,9819,6079,5954,7902,85,120,
1617velv-mibe-F-1,F-1,165-155 R,10644,11394,10136,6079,5954,7902,165,155,
1617velv-mibe-F-2,F-2,60-185 B,10644,11394,10136,6079,5954,7902,60,185,
1617velv-mibe-F-3,F-3,120-125 B,10644,11394,10136,6079,5954,7902,120,125,
