TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-mimary,10016,Clarkston Robowolves,1,10,210,90,5,WC,1.00,49.8,46.6,
1617velv-mimary,9819,RoboRats,2,10,191,130,5,SC,1.00,56.1,52.4,
1617velv-mimary,10614,Marysville Jr-ViBots,3,10,172,155,5,S1,1.00,58.1,57.6,
1617velv-mimary,8580,Oakview CyberDragons,4,8,255,145,5,FC,0.80,46.1,44.4,
1617velv-mimary,5291,TOWR The Oxford Wildcats Robotics,5,8,252,155,5,SC,0.80,73.4,64.3,
1617velv-mimary,7253,Raging Robots,6,8,222,165,5,F2,0.80,59.9,55.6,
1617velv-mimary,7043,Golden Gears,7,8,211,130,5,S2,0.80,48.3,47.9,
1617velv-mimary,7065,Molten Metal,8,8,205,125,5,,0.80,37.8,37.9,
1617velv-mimary,11717,Baker Bobcats,9,8,190,110,5,,0.80,36.8,37.0,
1617velv-mimary,11230,OMS ElektraKatz,10,8,158,130,5,S1,0.80,34.5,35.6,
1617velv-mimary,8845,the wild bees,11,6,290,125,5,W1,0.60,57.5,52.1,
1617velv-mimary,8688,Marysville Jr Vi-Bots,12,6,250,145,5,F1,0.60,51.0,48.1,
1617velv-mimary,11394,PixelBotics,13,6,245,110,5,,0.60,42.2,38.6,
1617velv-mimary,7049,Omega Warriors,14,6,230,95,5,W2,0.60,39.0,37.2,
1617velv-mimary,7048,Purple Protons,15,6,225,125,5,S2,0.60,42.4,41.8,
1617velv-mimary,8935,Twisted Metal,16,6,180,165,5,,0.60,62.6,56.3,
1617velv-mimary,7045,BLOWNFUSES,17,6,180,125,5,,0.60,36.8,37.2,
1617velv-mimary,8787,Pirates,18,6,125,100,5,,0.60,20.0,22.4,
1617velv-mimary,11520,Omegabots,19,6,115,81,5,,0.60,8.1,14.2,
1617velv-mimary,7138,Mechanical Mayhem,20,4,260,125,5,,0.40,46.3,41.1,
1617velv-mimary,11196,madgamerz,21,4,245,75,5,,0.40,21.3,24.0,
1617velv-mimary,7067,Junkyard Bots,22,4,240,75,5,,0.40,9.9,17.1,
1617velv-mimary,8615,iSpartans,23,4,220,120,5,,0.40,24.3,25.0,
1617velv-mimary,11231,Cyborg Cats,24,4,181,145,5,,0.40,46.7,39.7,
1617velv-mimary,11360,Space Unicorns,25,4,145,80,5,,0.40,12.3,15.1,
1617velv-mimary,7254,N.E.R.D.S. (Nerdy Engineering Robotic Design Students,26,2,295,125,5,,0.20,59.4,51.5,
1617velv-mimary,7066,The Juggernauts,27,2,197,80,5,,0.20,-5.3,4.8,
1617velv-mimary,9572,ChatterBolts,28,2,188,66,5,,0.20,9.7,14.1,
1617velv-mimary,10019,Eppler Robo-TICS,29,2,186,55,5,,0.20,-0.3,7.4,
1617velv-mimary,9496,ChatterBots,30,2,185,70,5,,0.20,6.8,11.6,
1617velv-mimary,10611,MooTech,31,2,180,80,5,,0.20,28.8,26.5,
1617velv-mimary,10425,A Flock of Nerds,32,2,163,57,5,,0.20,13.6,15.7,
1617velv-mimary,12072,BWV Jr. Robosapiens,33,2,136,100,5,,0.20,8.1,11.6,
1617velv-mimary,8133,Bionic Sailors,34,0,235,65,5,,0.00,26.6,25.7,
1617velv-mimary,9861,Cavalier Cougars,35,0,196,85,5,,0.00,14.6,17.2,
1617velv-mimary,11489,Tsunami Samurai,36,0,130,65,5,,0.00,1.6,6.7,
