TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-mikent-Q-1,Q-1,59-40 R,11987,11762,0,10818,6482,0,59,40,
1617velv-mikent-Q-2,Q-2,28-25 R,9404,11851,0,11728,9221,0,28,25,
1617velv-mikent-Q-3,Q-3,35-66 B,8529,5385,0,9366,6283,0,35,66,
1617velv-mikent-Q-4,Q-4,37-85 B,5449,10031,0,11153,5980,0,37,85,
1617velv-mikent-Q-5,Q-5,30-160 B,11999,5292,0,7023,8621,0,30,160,
1617velv-mikent-Q-6,Q-6,60-130 B,5383,7772,0,5384,5411,0,60,130,
1617velv-mikent-Q-7,Q-7,125-15 R,11885,11228,0,10319,11940,0,125,15,
1617velv-mikent-Q-8,Q-8,50-66 B,10104,6070,0,10315,11846,0,50,66,
1617velv-mikent-Q-9,Q-9,2-120 B,11727,11098,0,11559,5391,0,2,120,
1617velv-mikent-Q-10,Q-10,65-1 R,9221,5980,0,9366,10818,0,65,1,
1617velv-mikent-Q-11,Q-11,55-70 B,8621,11728,0,5384,11762,0,55,70,
1617velv-mikent-Q-12,Q-12,85-60 R,5292,6283,0,10319,6482,0,85,60,
1617velv-mikent-Q-13,Q-13,6-55 B,9404,7772,0,11940,10104,0,6,55,
1617velv-mikent-Q-14,Q-14,45-100 B,6070,11153,0,11727,11228,0,45,100,
1617velv-mikent-Q-15,Q-15,65-0 R,11885,5411,0,11999,11098,0,65,0,
1617velv-mikent-Q-16,Q-16,140-46 R,11559,7023,0,11851,5449,0,140,46,
1617velv-mikent-Q-17,Q-17,45-45 T,10315,5391,0,5383,8529,0,45,45,
1617velv-mikent-Q-18,Q-18,58-100 B,11846,11987,0,10031,5385,0,58,100,
1617velv-mikent-Q-19,Q-19,100-37 R,5980,11727,0,10319,7772,0,100,37,
1617velv-mikent-Q-20,Q-20,15-50 B,11999,11728,0,6070,6482,0,15,50,
1617velv-mikent-Q-21,Q-21,65-20 R,5384,9366,0,11559,11153,0,65,20,
1617velv-mikent-Q-22,Q-22,41-45 B,5292,11940,0,8529,10818,0,41,45,
1617velv-mikent-Q-23,Q-23,40-60 B,11098,11851,0,8621,11846,0,40,60,
1617velv-mikent-Q-24,Q-24,55-80 B,5411,10315,0,5385,9404,0,55,80,
1617velv-mikent-Q-25,Q-25,160-115 R,10104,5391,0,6283,11987,0,160,115,
1617velv-mikent-Q-26,Q-26,60-225 B,11228,10031,0,5383,7023,0,60,225,
1617velv-mikent-Q-27,Q-27,40-50 B,11762,5449,0,9221,11885,0,40,50,
1617velv-mikent-Q-28,Q-28,51-35 R,11846,8529,0,11153,11999,0,51,35,
1617velv-mikent-Q-29,Q-29,57-16 R,9366,10315,0,7772,5292,0,57,16,
1617velv-mikent-Q-30,Q-30,80-55 R,5980,11559,0,11940,6070,0,80,55,
1617velv-mikent-Q-31,Q-31,65-56 R,10818,5384,0,5391,10031,0,65,56,
1617velv-mikent-Q-32,Q-32,44-115 B,11762,11851,0,5385,11228,0,44,115,
1617velv-mikent-Q-33,Q-33,25-70 B,8621,10319,0,10104,5411,0,25,70,
1617velv-mikent-Q-34,Q-34,10-61 B,9404,11727,0,5449,11987,0,10,61,
1617velv-mikent-Q-35,Q-35,76-180 B,11098,6482,0,7023,9221,0,76,180,
1617velv-mikent-Q-36,Q-36,75-85 B,5383,11728,0,6283,11885,0,75,85,
1617velv-mikent-Q-37,Q-37,60-30 R,10818,5385,0,11999,11559,0,60,30,
1617velv-mikent-Q-38,Q-38,80-105 B,9366,8621,0,5391,11228,0,80,105,
1617velv-mikent-Q-39,Q-39,35-30 R,11153,5411,0,11762,5292,0,35,30,
1617velv-mikent-Q-40,Q-40,66-16 R,9221,11987,0,6070,7772,0,66,16,
1617velv-mikent-Q-41,Q-41,25-95 B,10104,6482,0,5383,5980,0,25,95,
1617velv-mikent-Q-42,Q-42,40-28 R,10031,10319,0,11728,11098,0,40,28,
1617velv-mikent-Q-43,Q-43,65-91 B,11846,7023,0,9404,11885,0,65,91,
1617velv-mikent-Q-44,Q-44,70-52 R,11940,6283,0,10315,5449,0,70,52,
1617velv-mikent-Q-45,Q-45,55-39 R,8529,5384,0,11851,11727,0,55,39,
1617velv-mikent-SF-1-1,SF-1-1,140-190 B,5384,7023,9221,6283,5391,8621,140,190,
1617velv-mikent-SF-1-2,SF-1-2,150-135 R,5384,7023,9221,6283,5391,8621,150,135,
1617velv-mikent-SF-1-3,SF-1-3,85-125 B,5384,7023,9221,6283,5391,8621,85,125,
1617velv-mikent-SF-2-1,SF-2-1,105-85 R,11885,11228,5411,5980,5383,5385,105,85,
1617velv-mikent-SF-2-2,SF-2-2,90-155 B,11885,11228,5411,5980,5383,5385,90,155,
1617velv-mikent-SF-2-3,SF-2-3,100-95 R,11885,11228,5411,5980,5383,5385,100,95,
1617velv-mikent-F-1,F-1,100-80 R,6283,5391,8621,11885,11228,5411,100,80,
1617velv-mikent-F-2,F-2,60-60 T,6283,5391,8621,11885,11228,5411,60,60,
1617velv-mikent-F-3,F-3,120-100 R,6283,5391,8621,11885,11228,5411,120,100,
