TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-mibe,10644,CyBugs,1,10,172,105,5,FC,1.00,52.7,49.9,
1617velv-mibe,11394,PixelBotics,2,10,150,125,5,F1,1.00,75.4,68.1,
1617velv-mibe,8845,the wild bees,3,8,251,115,5,SC,0.80,62.2,54.1,
1617velv-mibe,6079,Bionic Broncos,4,8,250,150,5,WC,0.80,77.4,66.9,
1617velv-mibe,5237,Loose Screws,5,8,197,150,5,S1,0.80,41.1,40.3,
1617velv-mibe,11196,madgamerz,6,8,180,85,5,SC,0.80,33.2,31.7,
1617velv-mibe,7902,Da Cows,7,8,163,120,5,W2,0.80,67.8,61.2,
1617velv-mibe,10136,Frost RoboFalcons,8,8,157,170,5,F2,0.80,51.3,49.8,
1617velv-mibe,5559,RoboHawks Green,9,8,120,80,5,,0.80,22.8,23.4,
1617velv-mibe,11520,Omegabots,10,8,111,135,5,,0.80,54.8,50.0,
1617velv-mibe,9819,RoboRats,11,6,243,170,5,S2,0.60,94.6,78.6,
1617velv-mibe,8579,Classical Engineers,12,6,220,135,5,S1,0.60,55.5,49.7,
1617velv-mibe,10137,Emerson RoboEagles,13,6,201,87,5,,0.60,42.7,36.9,
1617velv-mibe,8987,Robobucs,14,6,175,88,5,,0.60,17.2,22.1,
1617velv-mibe,7085,F.L.A.G. Fight Like a Girl,15,6,153,115,5,,0.60,7.5,15.7,
1617velv-mibe,9301,Robobucs,16,6,139,120,5,,0.60,8.3,16.1,
1617velv-mibe,8416,RoboHawks White,17,6,135,125,5,,0.60,40.0,38.6,
1617velv-mibe,12085,ROMS Robotics 1,18,6,75,120,5,,0.60,29.2,28.6,
1617velv-mibe,5954,Lightning Boltz,19,4,292,100,5,W1,0.40,42.1,41.5,
1617velv-mibe,10645,Hornet Hackers,20,4,212,90,5,,0.40,39.9,36.4,
1617velv-mibe,11899,Roboscouts,21,4,175,110,5,,0.40,18.6,22.5,
1617velv-mibe,7857,Team Phoenix,22,4,166,95,5,,0.40,-7.0,2.7,
1617velv-mibe,10636,Inventors,23,4,131,65,5,,0.40,16.0,15.4,
1617velv-mibe,10020,Rebulls,24,4,112,85,5,,0.40,18.9,18.7,
1617velv-mibe,8777,The Goonies,25,4,95,71,5,,0.40,8.4,12.2,
1617velv-mibe,7215,Turning Gears,26,4,95,60,5,,0.40,1.1,6.1,
1617velv-mibe,12111,ROMS Robotics 2,27,4,86,110,5,,0.40,19.6,20.4,
1617velv-mibe,12181,ROMS Robotics 3,28,4,83,66,5,,0.40,9.7,11.4,
1617velv-mibe,7901,Bulldozers,29,4,70,125,5,,0.40,21.8,21.7,
1617velv-mibe,6134,Black Frogs,30,2,131,95,5,S2,0.20,14.8,18.8,
1617velv-mibe,11758,ATA Inventors II,31,2,68,40,5,,0.20,-5.4,-0.1,
1617velv-mibe,10721,Vikings,32,0,213,85,5,,0.00,19.7,20.1,
1617velv-mibe,12203,Monroe Titan,33,0,133,60,5,,0.00,-3.8,1.3,
1617velv-mibe,8482,Robobucs,34,0,105,65,5,,0.00,5.4,8.1,
1617velv-mibe,11759,ATA Inventors IV,35,0,91,50,5,,0.00,-10.5,-2.9,
1617velv-mibe,7858,Team Trojan,36,0,46,21,5,,0.00,-7.4,-3.0,
