TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-midet-Q-1,Q-1,10-0 R,11176,12095,0,10856,11726,0,10,0,
1617velv-midet-Q-2,Q-2,80-10 R,8531,11432,0,8377,8376,0,80,10,
1617velv-midet-Q-3,Q-3,0-0 T,10210,12113,0,10280,9352,0,0,0,
1617velv-midet-Q-4,Q-4,55-35 R,12177,9572,0,12112,11438,0,55,35,
1617velv-midet-Q-5,Q-5,30-10 R,11432,12113,0,11013,12095,0,30,10,
1617velv-midet-Q-6,Q-6,0-40 B,12112,10856,0,10280,8377,0,0,40,
1617velv-midet-Q-7,Q-7,20-75 B,11013,12177,0,11726,8531,0,20,75,
1617velv-midet-Q-8,Q-8,10-100 B,8376,9352,0,11176,9572,0,10,100,
1617velv-midet-Q-9,Q-9,35-20 R,10210,12095,0,11438,12177,0,35,20,
1617velv-midet-Q-10,Q-10,35-20 R,11432,11013,0,10280,11176,0,35,20,
1617velv-midet-Q-11,Q-11,45-48 B,11726,9572,0,8377,12113,0,45,48,
1617velv-midet-Q-12,Q-12,40-40 T,9352,8531,0,11438,10856,0,40,40,
1617velv-midet-Q-13,Q-13,40-0 R,10210,12112,0,8376,11013,0,40,0,
1617velv-midet-Q-14,Q-14,80-20 R,8531,9572,0,10280,12095,0,80,20,
1617velv-midet-Q-15,Q-15,50-10 R,8377,11176,0,11438,10210,0,50,10,
1617velv-midet-Q-16,Q-16,20-40 B,11726,9352,0,12112,11432,0,20,40,
1617velv-midet-Q-17,Q-17,0-56 B,10856,8376,0,12177,12113,0,0,56,
1617velv-midet-Q-18,Q-18,25-30 B,11013,8377,0,9352,12095,0,25,30,
1617velv-midet-Q-19,Q-19,25-45 B,10856,11432,0,10210,9572,0,25,45,
1617velv-midet-Q-20,Q-20,45-15 R,11438,10280,0,11726,8376,0,45,15,
1617velv-midet-Q-21,Q-21,15-100 B,12112,11176,0,8531,12113,0,15,100,
1617velv-midet-Q-22,Q-22,2-45 B,12177,10280,0,11432,8377,0,2,45,
1617velv-midet-SF-1-1,SF-1-1,50-20 R,8531,9572,0,10210,12095,0,50,20,
1617velv-midet-SF-1-2,SF-1-2,50-40 R,8531,9572,0,10210,12095,0,50,40,
1617velv-midet-SF-2-1,SF-2-1,22-40 B,12113,12177,0,11432,10280,0,22,40,
1617velv-midet-SF-2-2,SF-2-2,44-20 R,12113,12177,0,11432,10280,0,44,20,
1617velv-midet-SF-2-3,SF-2-3,18-40 B,12113,12177,0,11432,10280,0,18,40,
1617velv-midet-F-1,F-1,140-10 R,8531,9572,0,11432,10280,0,140,10,
1617velv-midet-F-2,F-2,80-50 R,8531,9572,0,11432,10280,0,80,50,
