TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-mipe,9221,Nerd Herd,1,10,176,120,5,WC,
1617velv-mipe,8487,Robo Toasters Orange,2,8,205,90,5,SC,
1617velv-mipe,11708,Calumet Cyborgs,3,8,180,80,5,FC,
1617velv-mipe,10040,Robotic Narwhals,4,8,150,115,5,SC,
1617velv-mipe,10474,Artificial Intellegence,5,8,131,115,5,F1,
1617velv-mipe,7837,The Thunder Colts,6,8,115,120,5,W1,
1617velv-mipe,8621,G3: Geeks Gears & Gadgets Blue,7,8,96,85,5,S1,
1617velv-mipe,11276,Dream Machine,8,8,70,72,5,S1,
1617velv-mipe,11717,Baker Bobcats,9,6,140,90,5,,
1617velv-mipe,10108,N.I.T.,10,6,136,75,5,,
1617velv-mipe,11885,The Robotic Lakers,11,6,101,60,5,S2,
1617velv-mipe,11735,Robo Toasters Blue,12,4,155,85,5,W2,
1617velv-mipe,10062,Robogators,13,4,150,90,5,F2,
1617velv-mipe,12255,Rudyard Steampunks,14,4,102,60,5,S2,
1617velv-mipe,10124,Trial and Error,15,4,55,50,5,,
1617velv-mipe,10041,Blackrock Bots,16,2,180,80,5,,
1617velv-mipe,5954,Lightning Boltz,17,2,165,100,5,,
1617velv-mipe,5976,Brandon Tech,18,2,150,90,5,,
1617velv-mipe,11861,The Yooper Troopers,19,2,81,30,5,,
1617velv-mipe,12075,Menominee Jr High,20,2,60,46,5,,
1617velv-mipe,10723,SnowBots,21,0,150,35,5,,
1617velv-mipe,5411,G3 Geeks Gears and Gadgets Green,22,0,100,35,5,,
