TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-mica-Q-1,Q-1,0-31 B,10477,7325,0,7901,7255,0,0,31,
1617velv-mica-Q-2,Q-2,85-6 R,5289,8511,0,12111,11769,0,85,6,
1617velv-mica-Q-3,Q-3,40-0 R,8753,11933,0,10425,9842,0,40,0,
1617velv-mica-Q-4,Q-4,80-40 R,5237,7902,0,10262,8603,0,80,40,
1617velv-mica-Q-5,Q-5,40-1 R,9895,8579,0,7313,12085,0,40,1,
1617velv-mica-Q-6,Q-6,95-20 R,8492,7048,0,11679,7693,0,95,20,
1617velv-mica-Q-7,Q-7,10-70 B,10611,11759,0,7049,10035,0,10,70,
1617velv-mica-Q-8,Q-8,40-25 R,11932,9841,0,7043,10620,0,40,25,
1617velv-mica-Q-9,Q-9,10-27 B,11668,8603,0,10176,7901,0,10,27,
1617velv-mica-Q-10,Q-10,10-90 B,9842,11679,0,9895,5289,0,10,90,
1617velv-mica-Q-11,Q-11,37-80 B,5237,7313,0,7255,8511,0,37,80,
1617velv-mica-Q-12,Q-12,12-0 R,11932,10035,0,10425,7325,0,12,0,
1617velv-mica-Q-13,Q-13,31-70 B,7693,11759,0,7043,8579,0,31,70,
1617velv-mica-Q-14,Q-14,30-70 B,10477,11769,0,8753,10262,0,30,70,
1617velv-mica-Q-15,Q-15,30-25 R,12085,12111,0,7048,10620,0,30,25,
1617velv-mica-Q-16,Q-16,135-15 R,7902,10176,0,11933,10611,0,135,15,
1617velv-mica-Q-17,Q-17,6-102 B,9841,11668,0,8492,7049,0,6,102,
1617velv-mica-Q-18,Q-18,20-60 B,7255,11932,0,8603,7693,0,20,60,
1617velv-mica-Q-19,Q-19,20-62 B,9895,8753,0,11759,5237,0,20,62,
1617velv-mica-Q-20,Q-20,50-80 B,7043,9842,0,7901,7048,0,50,80,
1617velv-mica-Q-21,Q-21,45-11 R,8579,5289,0,11933,7049,0,45,11,
1617velv-mica-Q-22,Q-22,40-30 R,10620,10611,0,11668,7325,0,40,30,
1617velv-mica-Q-23,Q-23,50-76 B,11679,10262,0,7313,10176,0,50,76,
1617velv-mica-Q-24,Q-24,15-135 B,8492,10425,0,8511,7902,0,15,135,
1617velv-mica-Q-25,Q-25,20-65 B,12111,10035,0,10477,9841,0,20,65,
1617velv-mica-Q-26,Q-26,1-90 B,12085,11933,0,11769,5237,0,1,90,
1617velv-mica-Q-27,Q-27,10-115 B,9895,7043,0,10176,7325,0,10,115,
1617velv-mica-Q-28,Q-28,30-30 T,8492,7255,0,10611,8579,0,30,30,
1617velv-mica-Q-29,Q-29,50-90 B,7048,10425,0,10477,11668,0,50,90,
1617velv-mica-Q-30,Q-30,45-0 R,10620,11769,0,8603,11759,0,45,0,
1617velv-mica-Q-31,Q-31,10-55 B,10035,8511,0,11679,8753,0,10,55,
1617velv-mica-Q-32,Q-32,70-105 B,7693,9842,0,12085,7902,0,70,105,
1617velv-mica-Q-33,Q-33,1-60 B,12111,7049,0,7313,11932,0,1,60,
1617velv-mica-Q-34,Q-34,116-31 R,7901,5289,0,10262,9841,0,116,31,
1617velv-mica-Q-35,Q-35,55-40 R,7325,7048,0,8603,8511,0,55,40,
1617velv-mica-Q-36,Q-36,55-75 B,7693,10620,0,10035,5237,0,55,75,
1617velv-mica-Q-37,Q-37,0-80 B,8579,8753,0,7902,11668,0,0,80,
1617velv-mica-Q-38,Q-38,30-0 R,7049,10176,0,11769,10425,0,30,0,
1617velv-mica-Q-39,Q-39,85-11 R,7255,10262,0,11933,12111,0,85,11,
1617velv-mica-Q-40,Q-40,32-100 B,7313,8492,0,7043,5289,0,32,100,
1617velv-mica-Q-41,Q-41,32-37 B,7901,12085,0,11759,11679,0,32,37,
1617velv-mica-Q-42,Q-42,25-44 B,9842,10477,0,11932,10611,0,25,44,
1617velv-mica-Q-43,Q-43,0-55 B,9841,7255,0,9895,8603,0,0,55,
1617velv-mica-SF-1-1,SF-1-1,75-28 R,7902,5289,7049,11932,7255,8579,75,28,
1617velv-mica-SF-1-2,SF-1-2,80-37 R,7902,5289,7049,11932,7255,8579,80,37,
1617velv-mica-SF-2-1,SF-2-1,50-75 B,10176,5237,8753,7901,7048,7693,50,75,
1617velv-mica-SF-2-2,SF-2-2,25-76 B,10176,5237,8753,7901,7048,7693,25,76,
1617velv-mica-F-1,F-1,65-50 R,7902,5289,7049,7901,7048,7693,65,50,
1617velv-mica-F-2,F-2,70-40 R,7902,5289,7049,7901,7048,7693,70,40,
