TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-miket,7138,Mechanical Mayhem,1,10,235,180,5,WC,
1617velv-miket,8935,Twisted Metal,2,8,280,110,5,W1,
1617velv-miket,8206,Kearsley Clockworks,3,8,236,115,5,FC,
1617velv-miket,5291,TOWR The Oxford Wildcats Robotics,4,8,191,130,5,SC,
1617velv-miket,7065,Molten Metal,5,8,160,90,5,SC,
1617velv-miket,11307,Michigan Marshals,6,8,146,155,5,S2,
1617velv-miket,9514,Davison Middle School,7,8,117,80,5,S1,
1617velv-miket,12068,Team Kraken,8,6,206,155,5,,
1617velv-miket,11230,OMS ElektraKatz,9,6,158,115,5,,
1617velv-miket,8580,Oakview CyberDragons,10,6,145,56,5,,
1617velv-miket,10699,Purple Robotics Dragons,11,6,141,56,5,,
1617velv-miket,10849,WMS Robotics,12,6,121,81,5,,
1617velv-miket,10757,Bluewaves,13,6,112,85,5,,
1617velv-miket,7066,The Juggernauts,14,6,111,130,5,,
1617velv-miket,10250,Falconators,15,6,84,76,5,,
1617velv-miket,10653,SASA DRAGATRONS,16,6,65,76,5,,
1617velv-miket,11231,Cyborg Cats,17,5,192,80,5,,
1617velv-miket,5976,Brandon Tech,18,4,280,105,5,W2,
1617velv-miket,11860,BHK-CLK robotics,19,4,182,180,5,,
1617velv-miket,9500,,20,4,154,65,5,,
1617velv-miket,5289,Martians,21,4,145,115,5,F2,
1617velv-miket,12021,Atherton Minibots,22,4,135,65,5,,
1617velv-miket,10813,Kearsley Scrap Rats,23,4,110,90,5,F1,
1617velv-miket,10058,Davison II,24,3,196,80,5,,
1617velv-miket,10671,Cyber Phoenix FTC,25,3,175,85,5,,
1617velv-miket,7067,Junkyard Bots,26,3,145,50,5,S2,
1617velv-miket,10372,MacroProcessors,27,2,195,115,5,,
1617velv-miket,8478,E-Bots,28,2,185,110,5,S1,
1617velv-miket,10713,White Pine RoboHawks,29,2,182,90,5,,
1617velv-miket,10911,Cavs,30,2,106,40,5,,
1617velv-miket,9933,GBEMS - Blazin' Turtle,31,2,77,75,5,,
1617velv-miket,11181,Robo-Raptors,32,0,105,65,5,,
