TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-mial,10255,RoboDux,1,10,338,170,5,WC,1.00,99.0,86.8,
1617velv-mial,7253,Raging Robots,2,10,219,145,5,FC,1.00,60.6,52.8,
1617velv-mial,6043,NC GEARS,3,8,293,125,5,W1,0.80,68.8,61.4,
1617velv-mial,10474,Artificial Intellegence,4,8,267,155,5,SC,0.80,54.4,51.5,
1617velv-mial,7911,NC GEARS,5,8,230,170,5,F1,0.80,65.9,60.9,
1617velv-mial,11987,East Grand Rapids Middle School,6,8,161,75,5,SC,0.80,15.5,19.5,
1617velv-mial,5663,Twisted Devils Red,7,8,154,95,5,,0.80,24.5,26.4,
1617velv-mial,7023,HexaSonics,8,6,301,110,5,,0.60,59.7,53.7,
1617velv-mial,10037,M.A.R.S. Mini Rovers,9,6,274,115,5,W2,0.60,65.2,55.7,
1617velv-mial,10818,Bronco Robotics,10,6,242,115,5,,0.60,18.9,24.8,
1617velv-mial,7254,N.E.R.D.S. (Nerdy Engineering Robotic Design Students,11,6,234,95,5,F2,0.60,44.0,40.9,
1617velv-mial,11321,Engineers Delta,12,6,224,105,5,,0.60,34.7,33.2,
1617velv-mial,8529,Team R.O.B.O.T.I.C.S.,13,6,215,80,5,,0.60,42.9,38.5,
1617velv-mial,11317,Engineers,14,6,164,145,5,,0.60,20.0,24.5,
1617velv-mial,9720,Whittemore-Prescott Jr. Robocards,15,6,148,100,5,,0.60,18.9,21.5,
1617velv-mial,11228,Cityside Middle School,16,6,132,85,5,,0.60,28.2,27.9,
1617velv-mial,11266,Black River,17,6,121,87,5,,0.60,27.3,26.3,
1617velv-mial,5384,Emergency Situation Evacuate Now,18,6,120,140,5,S2,0.60,29.3,29.5,
1617velv-mial,6070,WOW - West Ottawa Warriors,19,6,96,60,5,,0.60,19.9,21.3,
1617velv-mial,11728,WOW - West Ottawa Wizards,20,6,95,45,5,,0.60,0.9,5.9,
1617velv-mial,8027,Twisted Devils Blue,21,4,232,125,5,S1,0.40,38.9,35.9,
1617velv-mial,9404,CAF,22,4,202,110,5,,0.40,22.3,25.5,
1617velv-mial,11616,Wire-Catz,23,4,200,87,5,,0.40,20.6,24.0,
1617velv-mial,10024,Twisted Devils Black,24,4,93,56,5,,0.40,13.7,15.5,
1617velv-mial,5383,Neutrinos Breaking the Laws of Physics,25,2,262,85,5,S1,0.20,24.7,25.6,
1617velv-mial,5641,Devil bots red team,26,2,201,105,5,,0.20,9.1,13.7,
1617velv-mial,7772,P.A.N.T.H.E.R.S.,27,2,199,130,5,,0.20,26.9,27.1,
1617velv-mial,8932,Wildcats,28,2,194,80,5,,0.20,11.4,15.4,
1617velv-mial,9087,Twisted Devils Green,29,2,140,90,5,S2,0.20,20.6,21.3,
1617velv-mial,11846,Wayland Wildcat Cat-a-Tech-Nics,30,2,140,55,5,,0.20,2.8,8.3,
1617velv-mial,11851,East Grand Rapids Middle School,31,2,131,78,5,,0.20,5.9,8.4,
1617velv-mial,11318,Engineers Bravo,32,2,109,60,5,,0.20,-3.9,3.3,
1617velv-mial,11531,Techno Trojans,33,2,108,63,5,,0.20,1.5,6.4,
1617velv-mial,8733,RoboVikings,34,2,104,50,5,,0.20,14.5,13.7,
1617velv-mial,10615,Jefferson CyDogs,35,2,98,60,5,,0.20,14.0,14.2,
