TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-micmpd1,10477,Rapid Robots,1,10,325,160,5,SC,1.00,100.8,84.9,
1617velv-micmpd1,6043,NC GEARS,2,8,510,240,5,SC,0.80,122.8,104.5,
1617velv-micmpd1,5290,Steel Eagles,3,8,470,155,5,S1,0.80,67.2,63.8,
1617velv-micmpd1,6494,Control Freaks WHITE,4,8,450,155,5,FC,0.80,94.6,85.2,
1617velv-micmpd1,6079,Bionic Broncos,5,8,395,150,5,WC,0.80,44.1,50.3,
1617velv-micmpd1,11394,PixelBotics,6,8,320,160,5,,0.80,64.8,65.8,
1617velv-micmpd1,8845,the wild bees,7,6,477,210,5,S1,0.60,51.3,54.4,
1617velv-micmpd1,10644,CyBugs,8,6,440,240,5,,0.60,91.3,80.4,
1617velv-micmpd1,8533,CSPA Miners,9,6,430,230,5,S2,0.60,133.0,114.7,
1617velv-micmpd1,6155,MegaBots,10,6,417,160,5,,0.60,64.3,60.4,
1617velv-micmpd1,8531,GA Bots,11,6,365,180,5,,0.60,47.3,50.5,
1617velv-micmpd1,11360,Space Unicorns,12,6,360,140,5,,0.60,26.1,35.7,
1617velv-micmpd1,7049,Omega Warriors,13,6,347,145,5,,0.60,40.0,43.5,
1617velv-micmpd1,11217,Plainwell Stem Academy,14,6,310,150,5,,0.60,61.7,57.3,
1617velv-micmpd1,9476,Advanced Skilltronics,15,6,282,180,5,,0.60,53.7,49.6,
1617velv-micmpd1,10035,Robo Rangers,16,6,245,210,5,,0.60,58.3,58.0,
1617velv-micmpd1,8492,Titanium Trojans,17,5,390,130,5,,0.50,36.9,41.5,
1617velv-micmpd1,5385,Enigma Riddlers,18,5,370,120,5,,0.50,51.3,48.8,
1617velv-micmpd1,9931,Maelstrom,19,5,360,155,5,,0.50,47.6,43.1,
1617velv-micmpd1,10062,Robogators,20,5,355,130,5,,0.50,9.2,23.6,
1617velv-micmpd1,5957,Sonic Eagles,21,4,525,240,5,,0.40,82.6,77.2,
1617velv-micmpd1,7693,TECHNADOS,22,4,460,140,5,F1,0.40,44.6,49.5,
1617velv-micmpd1,7138,Mechanical Mayhem,23,4,450,120,5,,0.40,45.7,45.9,
1617velv-micmpd1,11244,Fierce Avengers,24,4,425,130,5,,0.40,48.0,45.7,
1617velv-micmpd1,8580,Oakview CyberDragons,25,4,385,135,5,W2,0.40,45.4,44.0,
1617velv-micmpd1,5411,G3 Geeks Gears and Gadgets Green,26,4,375,120,5,,0.40,39.7,43.1,
1617velv-micmpd1,5289,Martians,27,4,355,240,5,,0.40,54.1,52.6,
1617velv-micmpd1,10037,M.A.R.S. Mini Rovers,28,4,355,230,5,,0.40,35.1,44.4,
1617velv-micmpd1,9572,ChatterBolts,29,4,355,110,5,W1,0.40,47.4,45.8,
1617velv-micmpd1,8734,Actuators,30,4,317,110,5,,0.40,32.4,37.6,
1617velv-micmpd1,5383,Neutrinos Breaking the Laws of Physics,31,2,465,165,5,,0.20,38.0,43.8,
1617velv-micmpd1,11932,Tech Dogs,32,2,344,135,5,S2,0.20,37.1,35.3,
1617velv-micmpd1,5618,Control Freaks RED,33,2,342,125,5,,0.20,25.7,29.9,
1617velv-micmpd1,10611,MooTech,34,2,280,150,5,F2,0.20,15.6,24.2,
1617velv-micmpd1,8935,Twisted Metal,35,2,275,120,5,,0.20,-2.8,13.5,
1617velv-micmpd1,5391,Enigma Puzzlers,36,0,290,125,5,,0.00,15.9,19.7,
