TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-mibe,10644,CyBugs,1,10,172,105,5,FC,
1617velv-mibe,11394,PixelBotics,2,10,150,125,5,F1,
1617velv-mibe,8845,the wild bees,3,8,251,115,5,SC,
1617velv-mibe,6079,Bionic Broncos,4,8,250,150,5,WC,
1617velv-mibe,5237,Loose Screws,5,8,197,150,5,S1,
1617velv-mibe,11196,madgamerz,6,8,180,85,5,SC,
1617velv-mibe,7902,Da Cows,7,8,163,120,5,W2,
1617velv-mibe,10136,Frost RoboFalcons,8,8,157,170,5,F2,
1617velv-mibe,5559,RoboHawks Green,9,8,120,80,5,,
1617velv-mibe,11520,Omegabots,10,8,111,135,5,,
1617velv-mibe,9819,RoboRats,11,6,243,170,5,S2,
1617velv-mibe,8579,Classical Engineers,12,6,220,135,5,S1,
1617velv-mibe,10137,Emerson RoboEagles,13,6,201,87,5,,
1617velv-mibe,8987,Robobucs,14,6,175,88,5,,
1617velv-mibe,7085,F.L.A.G. Fight Like a Girl,15,6,153,115,5,,
1617velv-mibe,9301,Robobucs,16,6,139,120,5,,
1617velv-mibe,8416,RoboHawks White,17,6,135,125,5,,
1617velv-mibe,12085,ROMS Robotics 1,18,6,75,120,5,,
1617velv-mibe,5954,Lightning Boltz,19,4,292,100,5,W1,
1617velv-mibe,10645,Hornet Hackers,20,4,212,90,5,,
1617velv-mibe,11899,Roboscouts,21,4,175,110,5,,
1617velv-mibe,7857,Team Phoenix,22,4,166,95,5,,
1617velv-mibe,10636,Inventors,23,4,131,65,5,,
1617velv-mibe,10020,Rebulls,24,4,112,85,5,,
1617velv-mibe,8777,The Goonies,25,4,95,71,5,,
1617velv-mibe,7215,Turning Gears,26,4,95,60,5,,
1617velv-mibe,12111,ROMS Robotics 2,27,4,86,110,5,,
1617velv-mibe,12181,ROMS Robotics 3,28,4,83,66,5,,
1617velv-mibe,7901,Bulldozers,29,4,70,125,5,,
1617velv-mibe,6134,Black Frogs,30,2,131,95,5,S2,
1617velv-mibe,11758,ATA Inventors II,31,2,68,40,5,,
1617velv-mibe,10721,Vikings,32,0,213,85,5,,
1617velv-mibe,12203,Monroe Titan,33,0,133,60,5,,
1617velv-mibe,8482,Robobucs,34,0,105,65,5,,
1617velv-mibe,11759,ATA Inventors IV,35,0,91,50,5,,
1617velv-mibe,7858,Team Trojan,36,0,46,21,5,,
