TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-cocmp,9899,Black Diamond Robotics,1,10,317,260,5,FC,
1516resq-cocmp,6929,Data Force,2,8,202,200,5,WC,
1516resq-cocmp,5899,6 Bits and a Byte,3,8,187,113,5,W1,
1516resq-cocmp,7347,Motor Goats,4,8,153,126,5,SC,
1516resq-cocmp,7224,Horsepower Mechanics,5,8,135,200,5,SC,
1516resq-cocmp,8783,Robotic Wolves,6,6,286,137,5,F2,
1516resq-cocmp,10593,Overdrive,7,6,268,159,5,F1,
1516resq-cocmp,3479,Generals,8,6,263,146,5,,
1516resq-cocmp,6247,Team 22,9,6,232,131,5,,
1516resq-cocmp,760,Metal Menace,10,6,190,250,5,,
1516resq-cocmp,10712,Code Crushers,11,6,186,119,5,,
1516resq-cocmp,10223,Reckers,12,6,164,194,5,,
1516resq-cocmp,6246,Cyborg Spartans,13,6,151,244,5,W2,
1516resq-cocmp,4284,Polar Droids,14,6,121,111,5,,
1516resq-cocmp,5196,Team Yeti,15,6,120,131,5,S2,
1516resq-cocmp,10186,RMR Junior,16,4,312,260,5,,
1516resq-cocmp,9096,C2 Botz,17,4,240,103,5,,
1516resq-cocmp,8218,Robo-Dragons,18,4,196,87,5,,
1516resq-cocmp,608,The Phoenix,19,4,162,131,5,,
1516resq-cocmp,7493,T b a,20,4,103,113,5,,
1516resq-cocmp,7795,CARACAS,21,4,90,96,5,S1,
1516resq-cocmp,7104,Synergists; Team 7104,22,2,305,130,5,S2,
1516resq-cocmp,10736,RoboWiz,23,2,305,106,5,,
1516resq-cocmp,8805,Mustang-Gears,24,2,246,75,5,,
1516resq-cocmp,7483,Pi Robotics,25,2,165,123,5,,
1516resq-cocmp,5115,Robo Wizards,26,2,164,86,5,,
1516resq-cocmp,4287,Red Meteors,27,2,163,159,5,,
1516resq-cocmp,3980,Cyber Hawks,28,2,154,87,5,S1,
