TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-casa,548,Geek Squad,1,12,184,105,6,FC,
1617velv-casa,4345,ART,2,10,213,95,6,SC,
1617velv-casa,10023,GatorBots,3,10,195,105,6,WC,
1617velv-casa,5220,RoboKnights 5220,4,10,190,180,6,W1,
1617velv-casa,11527,49ers STEM Leadership Institute: The Shovels,5,10,168,65,6,SC,
1617velv-casa,9924,The White Hat Hackers,6,10,110,100,6,S2,
1617velv-casa,9614,Hyperion,7,8,270,105,6,F1,
1617velv-casa,8865,The Intersect,8,8,177,70,6,W2,
1617velv-casa,11550,49ers STEM Leadership Institute: Java Seals,9,8,151,95,6,S1,
1617velv-casa,4475,Purple Reign,10,8,141,85,6,,
1617velv-casa,9784,DryKiss,11,7,190,50,6,S1,
1617velv-casa,11201,Piedmont Pioneers,12,7,142,65,6,,
1617velv-casa,7316,Iron Panthers,13,6,205,90,6,S2,
1617velv-casa,7854,MidKnight Madness,14,6,187,180,6,F2,
1617velv-casa,4799,CyberCats,15,4,210,80,6,,
1617velv-casa,11516,49ers STEM Leadership Institute: Evolution Robotics,16,4,193,120,6,,
1617velv-casa,7391,Error: 7391 Not Found,17,4,181,65,6,,
1617velv-casa,10148,ART,18,4,145,70,6,,
1617velv-casa,11898,Newark Memorial Robuckets,19,4,137,60,6,,
1617velv-casa,4800,RoboCats,20,4,133,75,6,,
1617velv-casa,10163,KSJC,21,4,129,50,6,,
1617velv-casa,9014,Fireworks,22,4,116,40,6,,
1617velv-casa,12027,Space Cookies,23,4,90,70,6,,
1617velv-casa,9578,Purple Pi,24,3,165,50,6,,
1617velv-casa,11521,49ers STEM Leadership Institute: Vortechs,25,3,97,65,6,,
1617velv-casa,7175,Walbots,26,2,206,90,6,,
1617velv-casa,2891,WarriorBorgs,27,2,140,50,6,,
1617velv-casa,9097,Batteries Included,28,2,123,40,6,,
