TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-pasw,6022,TBD - To Be Determined,1,10,328,400,5,FC,
1617velv-pasw,8645,Robotic Doges,2,8,330,130,5,WC,
1617velv-pasw,8393,BrainSTEM,3,8,295,120,5,W1,
1617velv-pasw,4149,Terabytes,4,8,286,170,5,SC,
1617velv-pasw,9820,Girls of Steel Juniors,5,8,233,175,5,SC,
1617velv-pasw,2818,G-FORCE,6,8,192,400,5,F1,
1617velv-pasw,11210,Infinity Robotechs,7,6,307,235,5,S1,
1617velv-pasw,8509,STEEL Serpents,8,6,284,150,5,F2,
1617velv-pasw,6961,The Radical Six,9,6,254,95,5,S1,
1617velv-pasw,7018,Spartans,10,6,243,140,5,S2,
1617velv-pasw,11027,NA First,11,6,221,100,5,,
1617velv-pasw,10083,Mars Robotics,12,6,174,120,5,,
1617velv-pasw,8867,Broken Image Link,13,4,252,150,5,S2,
1617velv-pasw,6440,The Metallic Controllers,14,4,222,95,5,,
1617velv-pasw,5526,Quasics,15,4,222,90,5,,
1617velv-pasw,7024,young hawks,16,4,216,100,5,,
1617velv-pasw,8257,Fourth River Robotics,17,4,196,170,5,,
1617velv-pasw,11792,BotsBurgh,18,4,180,85,5,,
1617velv-pasw,10563,Kiski Cougars,19,4,155,125,5,,
1617velv-pasw,9812,T-Noble,20,2,315,85,5,W2,
1617velv-pasw,4933,Short Circuits Too,21,2,217,72,5,,
1617velv-pasw,12124,Riverview,22,2,62,75,5,,
1617velv-pasw,3900,Mechasharks,23,0,210,60,5,,
1617velv-pasw,6549,Whoa!Bots,24,0,158,42,5,,
