TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-papi,8645,Robotic Doges,1,10,347,155,5,WC,
1617velv-papi,6347,Geared Up,2,10,258,155,5,FC,
1617velv-papi,9794,Wizards.exe,3,8,254,155,5,SC,
1617velv-papi,5526,Quasics,4,8,242,115,5,SC,
1617velv-papi,2818,G-FORCE,5,6,358,96,5,W1,
1617velv-papi,8509,STEEL Serpents,6,6,221,155,5,F1,
1617velv-papi,8426,CMS Robotics,7,5,291,110,5,,
1617velv-papi,4149,Terabytes,8,5,230,140,5,S1,
1617velv-papi,10083,Mars Robotics,9,5,140,110,5,,
1617velv-papi,11792,BotsBurgh,10,4,233,96,5,,
1617velv-papi,4433,Smokin' Motors,11,4,191,110,5,,
1617velv-papi,8867,Broken Image Link,12,4,184,110,5,,
1617velv-papi,11210,Infinity Robotechs,13,2,291,140,5,S1,
1617velv-papi,11554,Bot of Gold,14,2,192,91,5,,
1617velv-papi,10563,Kiski Cougars,15,1,186,91,5,,
1617velv-papi,4277,ROBOTICONS,16,0,194,95,5,,
